,ZipCode,Population,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold,Latitude,Longitude,Elevation,State,StateFullName,City,CountyName,CBSAType,CBSAName,MSAName,PMSA_Name,Region,Division,popden,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled,Transport (tCO2e/yr),Housing (tCO2e/yr),Food (tCO2e/yr),Goods (tCO2e/yr),Services (tCO2e/yr),Total Household Carbon Footprint (tCO2e/yr),HouseholdsPerZipCode,Total Zip Code Carbon Footprint (tCO2e/yr)
28971,92078,6748,2.56,260800,53586,33.11713,-117.1672,13,CA,California,SAN MARCOS,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,686.6437812540956,8165.884067991684,35164.94994954464,0.0,27134,18.810679624318205,8.416247380539998,7.68,5.933753172742584,6.768324103302195,47.60900428090298,2850,135685.66220057348
28972,92082,14559,3.07,281400,58147,33.254194,-117.037133,13,CA,California,VALLEY CENTER,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,113.4930233206063,7959.437722724469,29706.174276809816,11.90919539050531,35403,23.953220507101165,8.096879643271768,9.209999999999999,6.401267240957299,7.188502066010332,54.84986945734056,4943,271122.9047276344
28973,92083,62030,3.01,202000,45901,33.1972,-117.2617,13,CA,California,VISTA,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,4386.937040982323,6887.267139544481,33216.19389994361,0.7981250101648812,22876,15.765994621408462,7.534473939599995,9.03,5.59480338478684,6.125538117718926,44.05081006351423,20706,912116.0731751256
28974,92084,44677,3.09,224800,44322,33.213118,-117.214871,13,CA,California,VISTA,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,1566.418280837968,6948.282809585668,34011.07906378454,3.1346218848406733,25009,16.99487642002516,7.7384185169399,9.27,5.518602351564647,5.992515298518262,45.51441258704797,14622,665511.7408478154
28975,92086,1185,2.33,203100,38077,33.298718,-116.669778,13,CA,California,WARNER SPRINGS,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,6.612162693284187,6736.4277042715985,28717.257652086406,4.266384464897692,23349,15.917278160809513,7.295708894546955,6.99,4.850208055676255,5.4130946157525255,40.46628972678525,798,32292.09920197463
28976,92091,1061,1.99,457700,103904,33.0144,-117.2416,13,CA,California,RANCHO SANTA FE,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,1866.4429046143887,7422.7142390653835,35480.296202453465,0.0,26959,20.851162388442997,8.203395195421656,5.97,9.023523686750346,11.103444623010304,55.151525893625305,595,32815.157906707056
28977,92101,27494,1.45,355000,23762,32.7211,-117.16431,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,4772.414631076935,3402.983007297431,21494.073992588048,1.189435072860855,7992,6.128175417464542,4.605889019261507,4.35,3.607306695619675,4.1269366705870025,22.818307802932726,12587,287214.0403155142
28978,92102,47123,3.28,141600,26505,32.714593,-117.11402,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,10134.595288272383,5417.37123199491,30223.480329305603,0.14788666182210844,15630,10.453810348037022,6.32849671806515,9.84,4.440795152078671,4.4598605783874685,35.52296279656831,14891,528972.4390036986
28979,92103,30186,1.67,382700,39578,32.746381,-117.169195,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,8043.124748369246,4741.581229144527,27014.959624117597,0.5549386037532313,15353,11.238845801687923,5.981359423458968,5.01,4.703383389411888,5.5076976121578936,32.44128622671667,18312,594064.8333836356
28980,92104,47688,2.21,194100,31139,32.741532,-117.128043,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,12630.575272804323,5079.102935254927,28772.608324532812,0.34886341041684865,14941,10.502745397265768,6.215262631412123,6.63,4.351841014092987,4.804847205286566,32.50469624805744,22193,721376.7238331388
28981,92105,72994,3.41,131500,25593,32.737947,-117.091422,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,12659.310135755379,5485.335107692905,30286.395279142154,0.0,16113,10.674023114452856,6.388661827179446,10.23,4.4359450672981,4.388717639017677,36.11734764794808,22107,798446.2044531882
28982,92106,18505,2.22,439100,62121,32.72512,-117.23646,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,3139.0269169225694,7423.776296996394,36991.962006862814,1.8846571992133485,22144,16.186289481651922,8.290942382329106,6.66,6.348636578392061,7.4877896516063975,44.97365809397949,7114,319942.6036805701
28983,92107,27956,1.98,340700,42660,32.74003,-117.241096,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,9362.254201477344,5396.388346678345,28862.54064703347,0.3250028430223645,19125,13.600124788062075,6.402380088304948,5.9399999999999995,5.01532627748597,5.791047399612857,36.74887855346585,14631,537672.8421157588
28984,92108,11640,1.72,179100,42626,32.773978,-117.136851,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,3100.8751447541263,4048.0633146946634,23965.770979538207,0.0,16982,12.349283331765589,5.38988577146424,5.16,4.920217802487494,5.774606472832836,33.59399337855016,7313,245672.8735773373
28985,92109,46071,1.92,386300,45202,32.793156,-117.237384,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,5801.839799404515,5159.0423543115485,27217.29175344431,0.0,17514,12.731433948797429,6.137480695278959,5.76,5.153259551814962,6.007414538162799,35.78958873405415,26105,934287.2139024836
28986,92110,24149,2.02,286600,40642,32.764911,-117.19957,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,5138.548669071422,5279.676225655397,28863.631225607704,0.4450249763662787,17075,12.247026664355996,6.429003261596655,6.0600000000000005,4.900260978121485,5.618473147472401,35.25476405154654,11265,397144.91704067175
28987,92111,46821,2.69,202600,42774,32.800457,-117.171068,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,5607.583417908385,6318.925299272057,33010.85544050547,0.30562080174111683,19508,13.653722891693567,7.308975691278089,8.07,5.276401622708409,5.837774568810574,40.14687477449064,17693,710318.6553850629
28988,92113,47417,3.93,115900,23841,32.697229,-117.1194,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,10390.469263893201,5851.137046886182,31323.790678952217,0.5821539701177966,15763,10.250734540180195,6.561104794123317,11.790000000000001,4.509492568889675,4.264084787265481,37.37541669045867,12454,465473.4394629723
28989,92114,66837,3.82,149300,46189,32.706756,-117.049993,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,7964.83114193325,8151.439449754814,38716.70058337087,0.18164926391612202,26385,17.727826607043106,8.509053822218787,11.459999999999999,5.8956263608334005,6.191477721847004,49.78398451194231,17869,889590.019243897
28990,92115,56883,2.54,187600,31666,32.761433,-117.069565,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,9103.737280766825,5625.620372760744,30746.189655571132,0.3687629699287788,17782,12.182242968114465,6.6755871971316125,7.62,4.507146325432789,4.868108913697281,35.853085404376145,21313,764136.8092234688
28991,92116,33080,1.99,242200,35401,32.763449,-117.122375,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,9411.285405764953,5272.699870612303,29117.522136677246,0.0,16665,11.783680635599094,6.369847065223669,5.97,4.560717239329048,5.164363557006711,33.84860849715852,17164,580977.5162452289
28992,92117,51203,2.45,223100,47245,32.823811,-117.197109,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,5893.463473026323,6738.1791379190845,33931.656154898104,0.6413358953276427,22524,15.753884754905094,7.591328596583367,7.3500000000000005,5.477230464240458,6.212264145131578,42.384707960860496,21180,897708.1146110253
28993,92118,24085,2.27,683800,66489,32.65956,-117.15948,13,CA,California,CORONADO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,3312.7840315144313,6689.219210629603,32792.745063074966,1.8186511640083194,18283,13.973763861128283,7.4798440899160195,6.8100000000000005,6.650088393607829,7.868939946903403,42.78263629155554,9490,406007.21840686206
28994,92119,21850,2.39,228300,55973,32.804234,-117.027862,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,6679.702021091351,7229.051401299743,35704.896292976475,0.0,24952,17.61840558392289,8.112384412746817,7.17,6.01528584480314,6.964527355751638,45.88060319722449,9293,426368.44551180716
28995,92120,25553,2.35,240000,57461,32.79425,-117.070221,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,2676.5111609457504,7517.793101279194,36186.795588973844,0.0,25838,18.231978484717988,8.247968497166278,7.050000000000001,6.099950164966978,7.091751108051781,46.72164825490302,11058,516647.98640271765
28996,92121,4248,2.35,349500,70750,32.894406,-117.20095,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,319.8573833633049,6591.940188374739,31609.148768537896,0.0,26272,19.031473275809212,7.446454949595514,7.050000000000001,6.962552020125236,8.243425597729075,48.73390584325904,1870,91132.4039268944
28997,92122,34891,2.09,340600,52039,32.856038,-117.208875,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,5951.984944587909,5286.322752830801,27845.961213536688,0.5125610855961981,19599,14.24463732318311,6.3653329416091236,6.27,5.655874649574093,6.608478249223161,39.14432316358948,17888,700213.6527502887
28998,92123,25217,2.62,209800,49646,32.799796,-117.13705,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,2765.1177387286666,6796.955922697248,34434.74645178575,0.3936998584932615,22438,15.748680771703933,7.67623197594736,7.86,5.699053997375101,6.429926565719977,43.41389331074637,9369,406744.7664283827
28999,92124,30187,2.85,280600,59164,32.822994,-117.094922,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,3064.648271535126,7550.4797308993175,35593.03050587753,0.0,25696,18.08500789960532,8.220898714657546,8.55,6.384254736729737,7.2645790554948775,48.50474040648748,11010,534037.1918754271
29000,92126,74222,3.07,210100,60229,32.91468,-117.146535,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,3474.542058146781,7297.252322197755,33335.37310847811,0.0,26182,18.369056873694657,7.712137032419619,9.209999999999999,6.531157771765166,7.368172798072947,49.19052447595239,23079,1135268.1143805052
29001,92127,20032,2.84,278400,75219,33.021539,-117.101218,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,906.5570978008207,7300.083863545351,34975.722960206054,0.7005478469552339,28892,20.709167426321585,8.031568915179637,8.52,7.406297562624759,8.653045443173855,53.32007934729984,7140,380705.36653972085
29002,92128,42728,2.26,275200,66676,33.00999,-117.0729,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,4019.5339869246613,7378.578389906972,33660.214606017435,0.2872980202392188,22225,16.411237143566566,7.9349683214869735,6.779999999999999,6.654927479230063,7.884085815958983,45.66521876024258,19698,899513.4791392584
29003,92129,47217,3.16,291200,77851,32.966865,-117.121825,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,4102.282428378825,9093.041355319898,38754.285221186285,0.0,31017,22.03939561545963,9.185769710727264,9.48,7.68939360906015,8.897449287007664,57.29200822225471,15109,865624.9522300464
29004,92130,28187,2.65,474100,93929,32.951538,-117.222721,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,1433.9369278362988,8900.411990844432,35893.237014238,0.0,27743,20.81188960084516,8.861860884739102,7.949999999999999,8.541349716740406,10.262986224757302,56.428086427081965,11304,637863.0889717345
29005,92131,29279,2.8,348100,90811,32.910765,-117.08554,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,1370.2568388002974,9866.870707772341,38903.362114382355,0.0,32479,23.555709304040825,9.60945948566876,8.399999999999999,8.398660193678193,10.001440782193733,59.9652697655815,10521,630894.603203683
29006,92139,36341,3.47,158200,49032,32.678606,-117.048936,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,10176.832297475688,7281.684228056689,35618.08900986137,0.0,27089,18.36868123332111,7.890396345240261,10.41,5.952777651480654,6.419358690796798,49.04121392083882,10572,518463.713571108
29007,92154,68764,3.69,162600,42970,32.578188,-117.072374,13,CA,California,SAN DIEGO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,1907.8332641844117,7682.662589003549,34395.306678773224,0.24885499061610086,26201,17.515272415695144,7.923966004722836,11.07,5.646385008892221,5.906654400048385,48.06227782935858,17197,826526.9918314795
29008,92173,28481,3.89,161300,27943,32.56013,-116.97436,13,CA,California,SAN YSIDRO,SAN DIEGO,Metro,"San Diego-Carlsbad-San Marcos, CA","San Diego, CA MSA",,West,Pacific,5548.661101316007,6194.851717421346,30402.755465415,0.9896725255090439,18676,12.228089565660277,6.7986153221318535,11.67,4.7474282275661315,4.61546453036877,40.05959764572703,7584,303811.9885451938
29009,92201,56296,3.35,108600,36180,33.66,-115.72,851,CA,California,INDIO,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,2688.974288331258,9811.67911655037,38323.519590668766,0.0,19383,13.137246711142714,11.701399183204567,10.05,5.086021576193885,5.300832535881265,45.275500006422426,18991,859827.0206219683
29010,92203,2730,3.13,96800,37250,33.7561,-116.2265,851,CA,California,INDIO,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,189.7297018929395,6877.710419815565,27419.5223227878,0.0,17391,12.039959720647486,8.401731050309346,9.39,5.040238880306131,5.376823988237516,40.24875363950048,1801,72488.00530474036
29011,92210,3859,1.93,410000,95126,33.71616,-116.33568,851,CA,California,INDIAN WELLS,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,18.878692823849775,11495.998973027936,42406.56221507445,0.0,21721,17.348782222021622,10.188590523785098,5.79,8.357166457144395,10.32868323712668,52.0132224400778,3885,202071.36917970225
29012,92211,19699,2.04,219000,52251,33.746188,-116.330491,851,CA,California,PALM DESERT,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,1037.2750275839649,9976.569939100826,38640.95559584803,0.0,17601,13.040020485696285,9.125376309316872,6.12,5.648019578147672,6.623711113448159,40.55712748660899,14558,590430.6619500536
29013,92220,25848,2.61,110000,32825,33.931463,-116.885363,851,CA,California,BANNING,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,185.98417822061953,10413.844489041678,41035.92567436418,0.42718153283082116,21089,14.245174769227317,9.343580354619359,7.83,4.6064622975589025,4.972050524796015,40.99726794620159,10499,430430.3161671705
29014,92223,17716,2.71,115800,34254,33.952737,-116.972833,851,CA,California,BEAUMONT,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,694.8532499038772,10265.270650960518,40309.66199021356,1.1414549683164907,23019,15.463619222052158,9.21755806286839,8.129999999999999,4.733808944189665,5.100917203341261,42.64590343245147,7007,298819.84535118745
29015,92225,24641,2.91,90200,31092,33.610764,-114.616444,851,CA,California,BLYTHE,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,40.46639396949338,9021.879912060307,37182.15643917694,0.6159637636539302,18263,12.357315255398573,8.457580094319853,8.73,4.602595600418028,4.837640381322046,38.985131331458504,7822,304941.69727466843
29016,92227,23387,3.26,98900,31694,32.989232,-115.521306,41,CA,California,BRAWLEY,IMPERIAL,Metro,"El Centro, CA",,,West,Pacific,21.272981333764335,8887.16655465897,36652.742648297506,0.0,23695,15.628115438153099,10.989668135974869,9.78,4.769857098378569,4.908431414518832,46.076072087025366,7526,346768.5185269529
29017,92230,2348,2.96,61500,22524,33.913698,-116.78078,851,CA,California,CABAZON,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,94.4783367370482,10865.531446141034,38676.41315721427,0.0,21096,13.719482683231247,9.143839817616902,8.879999999999999,4.096242013703085,4.1023396198704765,39.94190413442171,877,35029.04992588784
29018,92231,27798,3.96,108500,28851,32.690856,-115.506202,41,CA,California,CALEXICO,IMPERIAL,Metro,"El Centro, CA",,,West,Pacific,335.05784020641045,9571.649788228002,37625.67293913381,0.0,23141,14.989911516806572,11.465266953924816,11.879999999999999,4.834228262307585,4.698202126672309,47.86760885971128,7185,343928.7696570256
29019,92233,7855,3.49,77300,31031,33.132572,-115.509855,41,CA,California,CALIPATRIA,IMPERIAL,Metro,"El Centro, CA",,,West,Pacific,49.3979170568033,9532.859481770816,38347.0012742848,0.0,24048,15.757523808051916,11.588399273034623,10.47,4.809562451361902,4.862991900682931,47.488477433131365,1161,55134.122299865514
29020,92234,43129,3.01,125800,38964,33.8233,-116.4632,851,CA,California,CATHEDRAL CITY,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,2203.906160374811,10043.357482764028,38359.566542030385,0.07849733584908813,18339,12.69291450094627,8.962959515435436,9.03,5.150113294903278,5.5251647601634355,41.361152071448416,18951,783835.1929060189
29021,92236,23159,4.7,83600,28606,33.677671,-116.178338,851,CA,California,COACHELLA,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,1229.0202465417058,9697.164851677853,36272.59911781322,1.6694363616767327,23829,15.211242592261819,11.242597380206039,14.100000000000001,5.079438617992559,4.7148974216970245,50.34817601215744,5148,259192.4101105865
29022,92239,962,2.44,85300,36250,33.7125,-115.401389,851,CA,California,DESERT CENTER,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,2.1307601523611344,9869.30331641019,33133.994310883085,0.0,16181,11.376156837234907,8.658280991296746,7.32,4.8117220551136946,5.266395760658624,37.432555644303974,630,23582.510055911505
29023,92240,22779,2.78,83500,27335,33.9634,-116.5307,851,CA,California,DESERT HOT SPRINGS,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,580.8485223092725,5904.206136956196,49701.21792251452,0.0,18123,12.152480192508412,8.079609879312036,8.34,4.315292056855,4.505735853169526,37.39311798184497,10468,391431.15903395315
29024,92241,5512,2.2,82300,26554,33.900528,-116.390089,851,CA,California,DESERT HOT SPRINGS,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,45.46736970944528,5125.562870042931,40557.0207204038,0.0,15879,10.859038974280006,8.457707856439722,6.6000000000000005,4.104388217767207,4.414780485244205,34.43591553373115,6043,208096.23757033734
29025,92242,1545,2.1,77000,22602,34.15302,-114.37782,1077,CA,California,EARP,SAN BERNARDINO,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,96.97782572199678,8580.403773706905,27755.406082262765,0.0,14311,9.788857713488277,7.639594165093008,6.300000000000001,3.775990857436918,4.061846044792334,31.566288780810538,1708,53915.2212376244
29026,92243,43705,3.25,107000,35024,32.784849,-115.570264,41,CA,California,EL CENTRO,IMPERIAL,Metro,"El Centro, CA",,,West,Pacific,402.5542785104543,8741.684967204512,34851.52981476399,0.2229969693393452,21215,14.241239035319024,10.745318012852401,9.75,4.979749536664407,5.196112230224127,44.912418815059965,13862,622575.9496143613
29027,92249,3528,4.16,94500,30739,32.726069,-115.496955,41,CA,California,HEBER,IMPERIAL,Metro,"El Centro, CA",,,West,Pacific,230.60577942008138,10287.903509054206,37926.08587937133,0.0,26568,17.111668606045313,12.01825099675054,12.48,5.041037345176512,4.874062006988953,51.52501895496132,876,45135.91660454612
29028,92250,8058,3.36,100500,39583,32.807915,-115.373805,41,CA,California,HOLTVILLE,IMPERIAL,Metro,"El Centro, CA",,,West,Pacific,23.10827476777969,9920.970977778674,35878.92594541779,0.0,28117,18.64524758618477,11.712687860414466,10.08,5.3077419929154015,5.595869583289869,51.341547022804505,2520,129380.69849746735
29029,92251,14538,3.3,112100,51008,32.848193,-115.587109,41,CA,California,IMPERIAL,IMPERIAL,Metro,"El Centro, CA",,,West,Pacific,93.56733697492501,9993.333026921602,40433.210227191084,0.0,29093,19.716055475194008,12.22660848638101,9.899999999999999,6.032982870394555,6.583625484377826,54.459272316347395,3177,173017.10814903566
29030,92252,8137,2.29,66600,25700,34.158983,-116.295241,1077,CA,California,JOSHUA TREE,SAN BERNARDINO,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,82.61738789080896,7990.840717516127,31915.5360103461,2.549156549312549,19198,12.878322378147313,7.6971595419467205,6.87,4.0317723735438316,4.338273903449021,35.81552819708689,4597,164643.98312200845
29031,92253,23970,2.8,175100,54686,33.6713,-116.2873,851,CA,California,LA QUINTA,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,1028.7229578261356,10714.120394288406,41259.036299098065,0.0,21416,15.283576658679848,12.884968376012525,8.399999999999999,6.0793256611760995,6.874427807737304,49.522298503605775,11939,591246.7218345493
29032,92254,8761,4.73,78600,23588,33.553183,-116.050757,851,CA,California,MECCA,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,177.19807271763128,8304.26615808779,32002.226480599507,0.0,23788,14.966021323992068,9.900120448959434,14.190000000000001,4.779209420717756,4.283721879598063,48.11907307326732,1922,92484.8584468198
29033,92256,3485,2.31,71600,31761,34.081992,-116.550515,1077,CA,California,MORONGO VALLEY,SAN BERNARDINO,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,27.226657793302277,6307.367863580379,38731.996032080286,0.0,24921,16.610978101974215,7.640997878125388,6.93,4.46677174629696,4.86958166294187,40.51832938933843,1858,75283.05600539081
29034,92257,2734,2.1,42900,22821,33.32856,-115.5942,41,CA,California,NILAND,IMPERIAL,Metro,"El Centro, CA",,,West,Pacific,15.844175833957673,5755.0341805983435,31185.146508344384,5.684773116735691,16279,11.016162240659453,8.222223582819273,6.300000000000001,3.779307084179646,4.079242236080813,33.396935143739185,2339,78115.43130120596
29035,92258,717,3.32,57500,28590,33.922654,-116.548103,851,CA,California,NORTH PALM SPRINGS,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,37.54578150365985,6963.247164255943,43197.770434569706,0.0,18202,12.157334146238195,7.798252549256964,9.959999999999999,4.524413527237909,4.633041777887681,39.07304200062075,333,13011.322986206711
29036,92259,454,2.04,64500,26964,32.727861,-115.95457,41,CA,California,OCOTILLO,IMPERIAL,Metro,"El Centro, CA",,,West,Pacific,2.249140058142549,6018.182979396213,26450.397223513577,0.0,22647,15.119938469727654,8.249703903585468,6.12,4.019871010649849,4.4341703873806955,37.943683771343665,429,16277.840337906433
29037,92260,29322,2.09,188900,43299,33.725974,-116.370385,851,CA,California,PALM DESERT,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,734.1093748861639,7479.2389132996295,46579.13810051932,0.7486611560004441,16318,11.870999796012846,8.686302943041277,6.27,5.095604880858175,5.852061477558901,37.7749690974712,18873,712926.9917765739
29038,92262,24906,2.2,144700,32844,33.8556,-116.5643,851,CA,California,PALM SPRINGS,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,234.6872439115381,6082.181675335979,43273.08240445792,0.15405931405471585,15236,10.750801804348564,7.824886588051306,6.6000000000000005,4.464712681697841,4.952928225431336,34.593329299529046,15736,544360.629857389
29039,92264,18869,1.9,180100,39173,33.800492,-116.516605,851,CA,California,PALM SPRINGS,RIVERSIDE,Metro,"Riverside-San Bernardino-Ontario, CA","Los Angeles-Riverside-Orange County, CA","Riverside-San Bernardino, CA PMSA",West,Pacific,410.4235085991871,5964.7061859819,43676.53665168553,0.5675063970347138,15320,11.139376725937632,7.847754688030001,5.699999999999999,4.763201788108549,5.485106273089395,34.93543947516557,15885,554949.4560630051
29040,92266,287,1.88,50900,13261,33.427735,-114.728087,41,CA,California,PALO VERDE,IMPERIAL,Metro,"El Centro, CA",,,West,Pacific,7.275278989838412,4682.511302210556,26278.623712422657,0.0,14611,9.611673593810085,5.970566016513,5.64,3.152175200226865,3.249780632119574,27.624195442669524,260,7182.290815094077
