input_income,input_footprint_transportation_num_vehicles,input_footprint_transportation_mpg1,input_footprint_transportation_miles1,input_footprint_transportation_fuel1,input_footprint_transportation_airshort,input_footprint_transportation_airmedium,input_footprint_transportation_airlong,input_footprint_housing_cdd,input_footprint_housing_hdd,input_footprint_housing_electricity_dollars,input_footprint_housing_squarefeet,input_footprint_housing_watersewage,input_footprint_shopping_food_meatfisheggs_default,input_footprint_shopping_goods_clothing,input_footprint_shopping_goods_other_personalcare,input_footprint_shopping_services_education,input_footprint_shopping_services_total,result_grand_total
2.0,1.0,22.0,3400.0,1.0,1.0,1.0,0.0,1157.25,1627.91,300.0,1420.0,123.001,543.0,112.805927,34.047506,132.102606,790.306255,13.395717999999999
2.0,1.0,22.0,6000.0,1.0,2.0,0.0,0.0,773.84,1414.3,370.0,1420.0,123.001,543.0,120.22093799999999,30.648870000000002,107.404269,550.0756769999999,13.675811999999999
2.0,1.0,22.0,6200.0,1.0,1.0,0.0,0.0,773.84,1414.3,360.0,1420.0,123.001,543.0,132.17410700000002,31.964489,114.128175,529.2911339999999,13.617557000000001
2.0,1.0,22.0,9100.0,1.0,3.0,1.0,0.0,1312.33,1969.59,470.0,1420.0,123.001,543.0,150.86303,43.910577,192.378423,1030.195081,19.013492000000003
2.0,1.0,22.0,8900.0,1.0,6.0,0.0,0.0,1312.33,1969.59,500.0,1420.0,123.001,543.0,152.885192,43.727872,190.73903700000002,1004.8022990000001,18.833361
2.0,1.0,22.0,7600.0,1.0,6.0,0.0,0.0,1792.27,2000.32,500.0,1420.0,123.001,543.0,142.796233,41.520441,177.549954,963.1789679999999,17.80142
2.0,1.0,22.0,6300.0,1.0,1.0,1.0,0.0,1792.27,2000.32,400.0,1420.0,123.001,543.0,119.62409099999999,35.105215,138.042669,795.020275,15.530923999999999
2.0,1.0,22.0,9700.0,1.0,3.0,1.0,0.0,1792.27,2000.32,550.0,1420.0,123.001,543.0,161.589417,45.97602,204.471605,1059.26035,19.803232
2.0,1.0,22.0,10300.0,1.0,6.0,0.0,0.0,1719.35,2070.09,590.0,1420.0,123.001,543.0,160.272108,45.375006,200.607247,1036.954194,20.111098000000002
2.0,1.0,22.0,10600.0,1.0,5.0,0.0,0.0,1719.35,2070.09,560.0,1420.0,123.001,543.0,152.03736999999998,41.972159000000005,178.875497,916.6192060000001,19.404384
2.0,1.0,22.0,5700.0,1.0,2.0,0.0,0.0,1349.31,3095.69,320.0,1420.0,123.001,543.0,100.172253,27.92708,92.59825500000001,557.154844,13.390266
2.0,1.0,22.0,5500.0,1.0,2.0,0.0,0.0,1349.31,3095.69,310.0,1420.0,123.001,543.0,116.93078799999999,29.914498,103.004081,535.7225980000001,13.171605
2.0,1.0,22.0,4400.0,1.0,4.0,0.0,0.0,1349.31,3095.69,320.0,1420.0,123.001,543.0,104.09983000000001,31.52791,116.51109,721.2287759999999,13.760703
2.0,1.0,22.0,5200.0,1.0,2.0,0.0,0.0,1349.31,3095.69,290.0,1420.0,123.001,543.0,100.026163,26.951119,85.941327,505.636953,12.642975
2.0,1.0,22.0,5900.0,1.0,2.0,0.0,0.0,1349.31,3095.69,330.0,1420.0,123.001,543.0,104.980116,28.930638000000002,98.552224,574.383529,13.710199
2.0,1.0,22.0,5300.0,1.0,4.0,0.0,0.0,1349.31,3095.69,320.0,1420.0,123.001,543.0,103.462402,31.278769,114.92656299999999,712.684954,14.212264000000001
2.0,1.0,22.0,5500.0,1.0,4.0,1.0,0.0,1349.31,3095.69,530.0,1420.0,123.001,543.0,171.341869,49.588021000000005,227.34646,1179.226461,18.537012
2.0,1.0,22.0,8900.0,1.0,2.0,1.0,0.0,807.712,1729.8,380.0,1420.0,123.001,543.0,145.794202,41.265696999999996,175.230574,926.421547,17.810137
2.0,1.0,22.0,6800.0,1.0,5.0,0.0,0.0,1065.86,1650.09,380.0,1420.0,123.001,543.0,124.74973200000001,36.744344,148.28978700000002,844.097074,15.978547
2.0,1.0,22.0,9500.0,1.0,2.0,1.0,0.0,1065.86,1650.09,470.0,1420.0,123.001,543.0,155.19516399999998,43.088577,185.916563,952.5900529999999,18.658288
2.0,1.0,22.0,8500.0,1.0,0.0,2.0,0.0,1065.86,1650.09,460.0,1420.0,123.001,543.0,163.026594,46.91356,210.618345,1098.789767,18.964585999999997
2.0,1.0,22.0,10000.0,1.0,3.0,1.0,0.0,1065.86,1650.09,510.0,1420.0,123.001,543.0,162.781237,46.35918,206.87008400000002,1070.787729,19.829337
2.0,1.0,22.0,8300.0,1.0,3.0,0.0,0.0,1065.86,1650.09,380.0,1420.0,123.001,543.0,129.313487,34.486487,131.95078700000002,687.2758980000001,15.901704
2.0,1.0,22.0,8100.0,1.0,3.0,0.0,0.0,1219.53,1417.24,400.0,1420.0,123.001,543.0,127.198926,33.167875,123.323025,632.383875,15.439201
2.0,1.0,22.0,5700.0,1.0,1.0,0.0,0.0,1219.53,1417.24,320.0,1420.0,123.001,543.0,114.07453899999999,28.737247999999997,95.486891,494.14646100000004,12.882429
2.0,1.0,22.0,6000.0,1.0,2.0,0.0,0.0,3397.6,1800.63,510.0,1420.0,123.001,543.0,112.554328,29.881368,103.61454499999999,567.526773,14.214453
2.0,1.0,22.0,5400.0,1.0,2.0,0.0,0.0,3397.6,1800.63,360.0,1420.0,123.001,543.0,107.282597,29.282024,100.518338,575.658321,13.214685000000001
2.0,1.0,22.0,6700.0,1.0,7.0,0.0,0.0,3397.6,1800.63,600.0,1420.0,123.001,543.0,149.61377199999998,45.135226,201.004017,1105.8201119999999,18.506912
2.0,1.0,22.0,5400.0,1.0,4.0,0.0,0.0,3397.6,1800.63,520.0,1420.0,123.001,543.0,104.013674,31.29182,114.91048799999999,709.153507,14.770534
2.0,1.0,22.0,9600.0,1.0,3.0,1.0,0.0,1114.04,1450.96,470.0,1420.0,123.001,543.0,161.044388,45.754337,203.058033,1051.4868279999998,19.307929
2.0,1.0,22.0,6700.0,1.0,1.0,1.0,0.0,1114.04,1450.96,330.0,1420.0,123.001,543.0,121.832924,35.248247,138.600188,785.782098,15.346827
2.0,1.0,22.0,7500.0,1.0,2.0,1.0,0.0,1114.04,1450.96,380.0,1420.0,123.001,543.0,144.475021,41.355832,176.10193700000002,941.426126,17.005236
2.0,1.0,22.0,5500.0,1.0,4.0,0.0,0.0,1321.02,1414.41,330.0,1420.0,123.001,543.0,105.629406,31.710337,117.467802,719.330149,14.140323
2.0,1.0,22.0,9300.0,1.0,6.0,0.0,0.0,1114.04,1450.96,460.0,1420.0,123.001,543.0,160.15848300000002,45.251114,199.780537,1031.144395,18.978184
2.0,1.0,22.0,7900.0,1.0,1.0,1.0,0.0,1114.04,1450.96,420.0,1420.0,123.001,543.0,126.677622,36.052151,143.178986,791.9553490000001,16.391163
2.0,1.0,22.0,8000.0,1.0,0.0,0.0,1.0,1114.04,1450.96,400.0,1420.0,123.001,543.0,157.563822,47.129675,213.14567799999998,1152.390723,18.777307999999998
2.0,1.0,22.0,6800.0,1.0,4.0,0.0,0.0,1114.04,1450.96,350.0,1420.0,123.001,543.0,121.45833400000001,34.806274,135.645466,764.826679,15.326888
2.0,1.0,22.0,6000.0,1.0,0.0,1.0,0.0,1114.04,1450.96,330.0,1420.0,123.001,543.0,112.347679,31.504907,114.774872,656.680878,14.049682999999998
2.0,1.0,22.0,7200.0,1.0,5.0,0.0,0.0,1114.04,1450.96,390.0,1420.0,123.001,543.0,124.07547,36.303763000000004,145.401406,825.506802,16.113073999999997
2.0,1.0,22.0,8200.0,1.0,5.0,0.0,0.0,1114.04,1450.96,420.0,1420.0,123.001,543.0,139.099653,39.131349,161.892225,862.6927710000001,17.103749
2.0,1.0,22.0,8600.0,1.0,5.0,0.0,0.0,1114.04,1450.96,440.0,1420.0,123.001,543.0,135.326907,38.795519,160.315352,873.542069,17.442386
2.0,1.0,22.0,6300.0,1.0,2.0,0.0,0.0,1860.58,2535.95,410.0,1420.0,123.001,543.0,104.812175,27.436698,88.351416,495.09197800000004,13.29546
2.0,1.0,22.0,6900.0,1.0,2.0,0.0,0.0,1860.58,2535.95,310.0,1420.0,123.001,543.0,74.236885,21.866546,56.049772999999995,429.33275599999996,12.873543
2.0,1.0,22.0,5100.0,1.0,2.0,0.0,0.0,1860.58,2535.95,310.0,1420.0,123.001,543.0,70.331783,21.672113,55.465463,448.81972199999996,11.970616999999999
2.0,1.0,22.0,7300.0,1.0,1.0,0.0,0.0,1860.58,2535.95,400.0,1420.0,123.001,543.0,106.60209099999999,27.515871,88.551077,485.622168,14.093046
2.0,1.0,22.0,9800.0,1.0,3.0,0.0,0.0,1860.58,2535.95,350.0,1420.0,123.001,543.0,90.13636,26.276953000000002,83.216502,545.1826440000001,15.416035999999998
2.0,1.0,22.0,6800.0,1.0,2.0,0.0,0.0,1860.58,2535.95,440.0,1420.0,123.001,543.0,111.170842,29.320966,100.040939,547.916667,14.441049
2.0,1.0,22.0,8100.0,1.0,3.0,0.0,0.0,1860.58,2535.95,470.0,1420.0,123.001,543.0,112.668578,30.968204999999998,111.037327,625.272161,15.702591
2.0,1.0,22.0,4500.0,1.0,2.0,0.0,0.0,1860.58,2535.95,330.0,1420.0,123.001,543.0,80.73789599999999,23.431967,65.527975,463.86715599999997,12.084147
2.0,1.0,22.0,5300.0,1.0,2.0,0.0,0.0,2027.45,2243.16,410.0,1420.0,123.001,543.0,97.043177,26.338029,82.31286300000001,495.463024,13.074819
2.0,1.0,22.0,5000.0,1.0,1.0,0.0,0.0,2023.38,2520.41,390.0,1420.0,123.001,543.0,98.691998,25.833797,78.543423,455.609755,12.654399
2.0,1.0,22.0,7000.0,1.0,3.0,0.0,0.0,2023.38,2520.41,440.0,1420.0,123.001,543.0,108.508131,29.705344,103.183329,589.0843269999999,14.804960999999999
2.0,1.0,22.0,6100.0,1.0,1.0,0.0,0.0,2023.38,2520.41,430.0,1420.0,123.001,543.0,108.382019,27.652152,89.143935,479.31167400000004,13.573741
2.0,1.0,22.0,6800.0,1.0,2.0,0.0,0.0,2023.38,2520.41,430.0,1420.0,123.001,543.0,94.298056,26.667908,85.09777700000001,534.325209,14.267478
2.0,1.0,22.0,6200.0,1.0,3.0,0.0,0.0,307.204,2788.26,300.0,1420.0,123.001,543.0,104.293368,29.65972,103.677441,618.979568,14.020257
2.0,1.0,22.0,7100.0,1.0,1.0,0.0,0.0,307.204,2788.26,310.0,1420.0,123.001,543.0,146.693218,34.912765,131.54508700000002,576.878867,14.38589
2.0,1.0,22.0,7500.0,1.0,3.0,0.0,0.0,307.204,2788.26,340.0,1420.0,123.001,543.0,128.001798,34.308445,130.982465,687.7424179999999,15.386323
2.0,1.0,22.0,10500.0,1.0,4.0,0.0,0.0,307.204,2788.26,360.0,1420.0,123.001,543.0,133.463945,36.949671,148.028251,788.2882860000001,17.791446
2.0,1.0,22.0,11900.0,1.0,6.0,0.0,0.0,307.204,2788.26,450.0,1420.0,123.001,543.0,157.652475,44.719006,196.616586,1021.683807,20.453132
2.0,1.0,22.0,7300.0,1.0,3.0,0.0,0.0,143.02200000000002,2908.15,270.0,1420.0,123.001,543.0,93.621921,27.941696000000004,93.952247,608.222489,14.235838000000001
2.0,1.0,22.0,4600.0,1.0,1.0,1.0,0.0,143.02200000000002,2908.15,280.0,1420.0,123.001,543.0,99.62472700000001,30.89387,113.024492,721.375241,13.691272
2.0,1.0,22.0,8000.0,1.0,5.0,0.0,0.0,313.35400000000004,2817.77,370.0,1420.0,123.001,543.0,122.634546,36.53867,147.285743,849.239642,16.809901
2.0,1.0,22.0,10300.0,1.0,2.0,1.0,0.0,160.939,2966.93,350.0,1420.0,123.001,543.0,132.25839,38.578359999999996,159.41337099999998,885.3732279999999,18.207017
2.0,1.0,22.0,11400.0,1.0,3.0,0.0,0.0,160.939,2966.93,320.0,1420.0,123.001,543.0,141.82542,36.208408,141.350784,684.118752,17.498966
2.0,1.0,22.0,9500.0,1.0,2.0,0.0,0.0,256.41,2895.55,370.0,1420.0,123.001,543.0,141.764237,35.077026000000004,133.611862,623.563396,16.295804999999998
2.0,1.0,22.0,8700.0,1.0,2.0,0.0,0.0,430.167,2808.33,340.0,1420.0,123.001,543.0,138.920474,34.144045,127.76620700000001,595.067715,15.462814000000002
2.0,1.0,22.0,8200.0,1.0,2.0,0.0,0.0,430.167,2808.33,350.0,1420.0,123.001,543.0,105.27853999999999,28.266842999999998,93.94829200000001,536.288932,14.615078
2.0,1.0,22.0,4600.0,1.0,3.0,0.0,0.0,401.398,2738.83,280.0,1420.0,123.001,543.0,92.183495,27.395181,90.48389300000001,589.7841070000001,12.938342
2.0,1.0,22.0,4600.0,1.0,0.0,1.0,0.0,401.398,2738.83,280.0,1420.0,123.001,543.0,98.853696,29.100953999999998,100.891123,630.588317,13.16705
2.0,1.0,22.0,3100.0,1.0,2.0,0.0,0.0,401.398,2738.83,200.0,1420.0,123.001,543.0,67.560441,20.519989000000002,48.104174,407.947705,10.310433
2.0,1.0,22.0,6000.0,1.0,5.0,0.0,0.0,401.398,2738.83,330.0,1420.0,123.001,543.0,124.33143899999999,36.921134,149.580883,856.844999,15.725716
2.0,1.0,22.0,5700.0,1.0,1.0,1.0,0.0,491.16900000000004,2698.25,310.0,1420.0,123.001,543.0,115.138375,33.745851,129.590582,756.136392,14.724732999999999
2.0,1.0,22.0,8200.0,1.0,4.0,1.0,0.0,491.16900000000004,2698.25,440.0,1420.0,123.001,543.0,165.001308,48.310823,219.811664,1159.008795,19.546530999999998
2.0,1.0,22.0,8200.0,1.0,1.0,2.0,0.0,491.16900000000004,2698.25,420.0,1420.0,123.001,543.0,166.551487,49.071226,224.72216600000002,1188.112036,19.625892
2.0,1.0,22.0,4000.0,1.0,3.0,0.0,0.0,401.398,2738.83,230.0,1420.0,123.001,543.0,84.761617,26.188663000000002,83.64031899999999,581.674257,12.168411
2.0,1.0,22.0,4800.0,1.0,3.0,0.0,0.0,401.398,2738.83,270.0,1420.0,123.001,543.0,92.799072,26.765141999999997,86.050662,551.079237,12.674575
2.0,1.0,22.0,5500.0,1.0,2.0,0.0,0.0,557.961,2656.32,310.0,1420.0,123.001,543.0,108.666083,28.939825,97.909482,546.582203,13.264069000000001
2.0,1.0,22.0,8600.0,1.0,1.0,1.0,0.0,557.961,2656.32,380.0,1420.0,123.001,543.0,128.465665,36.431483,145.434577,798.692763,16.930493
2.0,1.0,22.0,5600.0,1.0,3.0,0.0,0.0,557.961,2656.32,320.0,1420.0,123.001,543.0,106.24560600000001,29.847228,104.588098,614.102808,13.820426999999999
2.0,1.0,22.0,6900.0,1.0,0.0,1.0,0.0,170.515,7482.86,330.0,1420.0,123.001,543.0,113.353453,32.344482,120.333091,694.246572,15.903651000000002
2.0,1.0,22.0,8500.0,1.0,3.0,0.0,0.0,549.3380000000001,5283.8,350.0,1420.0,123.001,543.0,113.39091200000001,31.272505,112.98341200000002,636.137732,15.865096
2.0,1.0,22.0,7900.0,1.0,3.0,0.0,0.0,549.3380000000001,5283.8,300.0,1420.0,123.001,543.0,90.99417199999999,26.441005,84.17576600000001,547.444722,14.267087
2.0,1.0,22.0,6500.0,1.0,2.0,0.0,0.0,549.3380000000001,5283.8,330.0,1420.0,123.001,543.0,106.10700800000001,28.331815999999996,94.23483399999999,533.435024,14.004207999999998
2.0,1.0,22.0,8600.0,1.0,2.0,0.0,0.0,549.3380000000001,5283.8,290.0,1420.0,123.001,543.0,87.268249,25.216565,76.502037,510.002168,14.433045000000002
2.0,1.0,22.0,6600.0,1.0,4.0,0.0,0.0,549.3380000000001,5283.8,300.0,1420.0,123.001,543.0,112.58866499999999,32.508952,121.606199,708.990768,14.630547
2.0,1.0,22.0,6400.0,1.0,2.0,0.0,0.0,549.3380000000001,5283.8,300.0,1420.0,123.001,543.0,99.029753,27.438090000000003,89.467474,539.550773,13.770294
2.0,1.0,22.0,6000.0,1.0,3.0,0.0,0.0,549.3380000000001,5283.8,340.0,1420.0,123.001,543.0,99.67155100000001,28.229953000000002,94.768878,577.339962,14.1639
2.0,1.0,22.0,6300.0,1.0,2.0,0.0,0.0,549.3380000000001,5283.8,350.0,1420.0,123.001,543.0,114.384824,29.220357,98.736575,517.8212570000001,13.984232999999998
2.0,1.0,22.0,6100.0,1.0,2.0,0.0,0.0,549.3380000000001,5283.8,320.0,1420.0,123.001,543.0,98.46599499999999,27.361284,89.049527,539.736296,13.868205999999999
2.0,1.0,22.0,7100.0,1.0,3.0,0.0,0.0,549.3380000000001,5283.8,350.0,1420.0,123.001,543.0,108.98448400000001,30.839232,110.85884399999999,646.5910309999999,15.23114
2.0,1.0,22.0,7700.0,1.0,0.0,1.0,0.0,549.3380000000001,5283.8,350.0,1420.0,123.001,543.0,111.72086499999999,31.499756,114.85945600000001,661.21046,15.619067999999999
2.0,1.0,22.0,9300.0,1.0,3.0,0.0,0.0,549.3380000000001,5283.8,400.0,1420.0,123.001,543.0,123.453026,33.291384,124.886119,667.801408,16.800794
2.0,1.0,22.0,8900.0,1.0,2.0,0.0,0.0,549.3380000000001,5283.8,380.0,1420.0,123.001,543.0,120.136655,31.466243,113.01938899999999,594.812757,15.991833999999999
2.0,1.0,22.0,3500.0,1.0,2.0,0.0,0.0,1293.17,3084.09,310.0,1420.0,123.001,543.0,135.745823,34.557307,131.204452,641.725121,12.463410000000001
2.0,1.0,22.0,8900.0,1.0,0.0,1.0,0.0,1293.17,3084.09,410.0,1420.0,123.001,543.0,117.367186,32.992234,124.001871,698.380154,16.460256
2.0,1.0,22.0,11100.0,1.0,1.0,1.0,0.0,1293.17,3084.09,450.0,1420.0,123.001,543.0,134.15506399999998,37.9067,154.451837,834.598514,18.736591
2.0,1.0,22.0,7900.0,1.0,0.0,1.0,0.0,1293.17,3084.09,310.0,1420.0,123.001,543.0,87.355029,26.957105,88.407551,603.220963,14.734916
2.0,1.0,22.0,8900.0,1.0,2.0,0.0,0.0,1293.17,3084.09,370.0,1420.0,123.001,543.0,116.81841100000001,30.272358,105.476556,555.8854759999999,15.231729000000001
2.0,1.0,22.0,2600.0,1.0,1.0,0.0,0.0,1149.46,3305.91,250.0,1420.0,123.001,543.0,52.7602,16.435146,22.957143,301.222619,9.550697
2.0,1.0,22.0,11200.0,1.0,1.0,1.0,0.0,1149.46,3305.91,410.0,1420.0,123.001,543.0,125.010696,35.708665,141.144106,786.221495,18.231855
2.0,1.0,22.0,9400.0,1.0,0.0,1.0,0.0,1149.46,3305.91,350.0,1420.0,123.001,543.0,109.023816,31.181918,113.198637,664.7690299999999,16.111577
2.0,1.0,22.0,6400.0,1.0,2.0,0.0,0.0,1149.46,3305.91,380.0,1420.0,123.001,543.0,102.550275,27.849613,91.61258199999999,534.7228349999999,14.034617
2.0,1.0,22.0,7600.0,1.0,1.0,1.0,0.0,1149.46,3305.91,400.0,1420.0,123.001,543.0,120.799679,34.821585999999996,135.876383,770.706999,16.220018
2.0,1.0,22.0,8800.0,1.0,4.0,0.0,0.0,1149.46,3305.91,410.0,1420.0,123.001,543.0,119.85321499999999,33.969621999999994,130.220821,732.012978,16.730458
2.0,1.0,22.0,12300.0,1.0,1.0,1.0,0.0,1149.46,3305.91,430.0,1420.0,123.001,543.0,128.231546,36.241817,144.180478,790.257434,18.897247
2.0,1.0,22.0,9100.0,1.0,0.0,1.0,0.0,1149.46,3305.91,340.0,1420.0,123.001,543.0,109.046916,31.278978000000002,113.85911200000001,669.8302269999999,15.998265
2.0,1.0,22.0,10000.0,1.0,3.0,0.0,0.0,1149.46,3305.91,370.0,1420.0,123.001,543.0,107.353769,29.634002000000002,102.915541,594.096703,15.955782999999998
2.0,1.0,22.0,8300.0,1.0,2.0,0.0,0.0,1079.48,4055.28,320.0,1420.0,123.001,543.0,92.727275,26.112101000000003,81.591278,516.4048809999999,15.598263000000001
2.0,1.0,22.0,5600.0,1.0,2.0,0.0,0.0,1079.48,4055.28,280.0,1420.0,123.001,543.0,78.16071600000001,22.638085,60.583537,440.83192699999995,12.539547
2.0,1.0,22.0,7000.0,1.0,2.0,0.0,0.0,1079.48,4055.28,290.0,1420.0,123.001,543.0,83.35503100000001,24.628601,73.223648,508.325409,14.493510999999998
2.0,1.0,22.0,7400.0,1.0,2.0,0.0,0.0,1079.48,4055.28,290.0,1420.0,123.001,543.0,78.444156,22.72206,61.104440000000004,443.18568200000004,13.596701999999999
2.0,1.0,22.0,8100.0,1.0,2.0,0.0,0.0,1079.48,4055.28,310.0,1420.0,123.001,543.0,81.301029,23.689007999999998,67.180885,473.411283,14.798197
2.0,1.0,22.0,5700.0,1.0,1.0,0.0,0.0,1079.48,4055.28,230.0,1420.0,123.001,543.0,59.553141000000004,18.628586,36.681163,367.390859,11.474013000000001
2.0,1.0,22.0,9400.0,1.0,2.0,0.0,0.0,1079.48,4055.28,320.0,1420.0,123.001,543.0,85.794861,24.749918,73.58763,496.140562,14.87786
2.0,1.0,22.0,9000.0,1.0,3.0,0.0,0.0,1079.48,4055.28,310.0,1420.0,123.001,543.0,87.736487,25.836755,80.660336,539.857266,15.101695999999999
2.0,1.0,22.0,6700.0,1.0,2.0,0.0,0.0,1079.48,4055.28,280.0,1420.0,123.001,543.0,70.97108399999999,21.4102,53.54910400000001,429.787341,13.210773999999999
2.0,1.0,22.0,8000.0,1.0,3.0,0.0,0.0,1079.48,4055.28,330.0,1420.0,123.001,543.0,90.17257099999999,26.588631,85.344259,561.716974,14.989332999999998
2.0,1.0,22.0,7400.0,1.0,2.0,0.0,0.0,1079.48,4055.28,310.0,1420.0,123.001,543.0,88.42448399999999,25.619422,79.03996,522.854246,14.291904999999998
2.0,1.0,22.0,7300.0,1.0,2.0,0.0,0.0,1079.48,4055.28,310.0,1420.0,123.001,543.0,79.44868100000001,23.019853,62.951779,451.534216,14.198896
3.0,1.0,22.0,9900.0,1.0,6.0,2.0,0.0,1157.25,1627.91,640.0,1419.0,218.0,543.0,149.125324,74.31672900000001,104.67705500000001,2127.831624,26.990005
3.0,1.0,22.0,5800.0,1.0,3.0,1.0,0.0,1157.25,1627.91,370.0,1419.0,218.0,543.0,81.291788,42.863232,47.012603999999996,1176.094033,17.51604
3.0,1.0,22.0,5600.0,1.0,1.0,1.0,0.0,1157.25,1627.91,380.0,1419.0,218.0,543.0,73.784346,37.527685,36.845203000000005,954.1334449999999,16.126464000000002
3.0,1.0,22.0,5600.0,1.0,6.0,0.0,0.0,1157.25,1627.91,400.0,1419.0,218.0,543.0,79.740243,41.464376,44.306775,1111.597655,17.148032
3.0,1.0,22.0,7800.0,1.0,4.0,0.0,0.0,773.84,1414.3,460.0,1419.0,218.0,543.0,90.028257,42.100956,44.61415,995.978117,17.920918
3.0,1.0,22.0,8700.0,1.0,5.0,0.0,0.0,773.84,1414.3,490.0,1419.0,218.0,543.0,96.085894,45.094066,50.13977,1092.561509,19.161272
3.0,1.0,22.0,8500.0,1.0,6.0,0.0,0.0,773.84,1414.3,450.0,1419.0,218.0,543.0,97.335778,47.585113,55.104323,1230.30131,19.772906
3.0,1.0,22.0,8900.0,1.0,5.0,0.0,0.0,773.84,1414.3,500.0,1419.0,218.0,543.0,94.269315,45.095791999999996,50.318413,1120.1530300000002,19.521615
3.0,1.0,22.0,8800.0,1.0,3.0,1.0,0.0,773.84,1414.3,490.0,1419.0,218.0,543.0,100.036992,48.855445,57.436997,1269.32323,20.34988
3.0,1.0,22.0,9500.0,1.0,2.0,1.0,0.0,1361.73,1537.92,560.0,1419.0,218.0,543.0,98.749464,46.718666,53.199009,1154.418092,20.350793
3.0,1.0,22.0,8300.0,1.0,4.0,0.0,0.0,1361.73,1537.92,490.0,1419.0,218.0,543.0,91.36970699999999,42.109921,44.503067,976.2449949999999,18.275736
3.0,1.0,22.0,10500.0,1.0,2.0,1.0,0.0,1503.55,1849.05,640.0,1419.0,218.0,543.0,106.134309,49.340586,57.838694999999994,1207.579905,21.73883
3.0,1.0,22.0,10600.0,1.0,5.0,0.0,0.0,1503.55,1849.05,590.0,1419.0,218.0,543.0,111.26610600000001,50.12918,58.95423,1179.544062,21.275446
3.0,1.0,22.0,7100.0,1.0,4.0,0.0,0.0,1361.73,1537.92,430.0,1419.0,218.0,543.0,84.18987,39.756506,40.391402,936.8658740000001,17.074282999999998
3.0,1.0,22.0,8100.0,1.0,4.0,0.0,0.0,1085.39,1455.31,470.0,1419.0,218.0,543.0,92.580929,42.550814,45.286246999999996,985.654166,18.163837
3.0,1.0,22.0,12800.0,1.0,3.0,1.0,0.0,1204.71,1681.58,560.0,1419.0,218.0,543.0,105.38193700000001,50.579805,60.441088,1296.897327,23.08014
3.0,1.0,22.0,13600.0,1.0,7.0,0.0,0.0,1204.71,1681.58,700.0,1419.0,218.0,543.0,117.22505600000001,55.476758999999994,69.295194,1425.663567,24.998466
3.0,1.0,22.0,9700.0,1.0,4.0,0.0,0.0,1381.07,3479.87,460.0,1419.0,218.0,543.0,79.782974,38.543414,38.340125,927.2563230000001,18.456391
3.0,1.0,22.0,10500.0,1.0,4.0,0.0,0.0,1157.06,2226.61,500.0,1419.0,218.0,543.0,87.027925,40.722235,42.089058,954.664889,19.246183
3.0,1.0,22.0,7700.0,1.0,1.0,1.0,0.0,1219.53,1417.24,490.0,1419.0,218.0,543.0,88.169455,41.832978000000004,44.246285,1007.242985,18.070081
3.0,1.0,22.0,8200.0,1.0,0.0,1.0,0.0,1219.53,1417.24,500.0,1419.0,218.0,543.0,90.740441,41.338728,42.9895,937.266635,18.01025
3.0,1.0,22.0,11100.0,1.0,0.0,2.0,0.0,1219.53,1417.24,660.0,1419.0,218.0,543.0,116.72907,54.440801,67.228573,1368.032398,22.858559
3.0,1.0,22.0,13200.0,1.0,0.0,1.0,0.0,1270.37,1522.97,440.0,1419.0,218.0,543.0,73.43639300000001,35.861187,33.477018,854.6053310000001,19.875871
3.0,1.0,22.0,9900.0,1.0,4.0,0.0,0.0,856.61,4235.18,550.0,1419.0,218.0,543.0,86.544657,40.936138,42.5723,975.426049,20.077995
3.0,1.0,22.0,6600.0,1.0,3.0,0.0,0.0,3053.82,2300.21,580.0,1419.0,218.0,543.0,66.910749,32.509446000000004,27.264478999999998,742.547338,16.283875
3.0,1.0,22.0,7800.0,1.0,0.0,1.0,0.0,2392.92,3189.33,460.0,1419.0,218.0,543.0,68.277125,34.064199,30.306382,819.649391,16.668689999999998
3.0,1.0,22.0,8800.0,1.0,0.0,1.0,0.0,2392.92,3189.33,570.0,1419.0,218.0,543.0,73.976636,35.63458,32.962353,832.178399,17.785719
3.0,1.0,22.0,8100.0,1.0,2.0,0.0,0.0,3000.64,1984.38,700.0,1419.0,218.0,543.0,73.86980799999999,34.047804,29.733584000000004,734.0050309999999,17.433079
3.0,1.0,22.0,12400.0,1.0,1.0,1.0,0.0,1473.21,2359.84,580.0,1419.0,218.0,543.0,94.17215300000001,43.638163,47.352396999999996,1029.955677,21.016441
3.0,1.0,22.0,11600.0,1.0,0.0,1.0,0.0,1473.21,2359.84,570.0,1419.0,218.0,543.0,81.262283,38.414171,37.933662,896.746217,19.716125
3.0,1.0,22.0,9100.0,1.0,1.0,1.0,0.0,856.61,4235.18,580.0,1419.0,218.0,543.0,93.446742,43.730540999999995,47.610908,1046.7353640000001,20.258808
3.0,1.0,22.0,8400.0,1.0,3.0,0.0,0.0,1295.47,3126.15,610.0,1419.0,218.0,543.0,98.898514,43.270664000000004,46.146414,935.3325279999999,19.014338000000002
3.0,1.0,22.0,12600.0,1.0,2.0,1.0,0.0,1401.89,3485.83,820.0,1419.0,218.0,543.0,116.57391499999999,52.33245,62.939783,1237.785085,24.319259
3.0,1.0,22.0,8300.0,1.0,2.0,1.0,0.0,1067.21,4223.07,610.0,1419.0,218.0,543.0,92.477663,44.654084000000005,49.589544000000004,1119.482191,20.282759
